Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Error_Missing_Transaction_ID,Error_Invalid_Transaction_ID,Error_Duplicate_Transaction_ID,Error_Missing_Customer_ID,Error_Invalid_Customer_ID,Error_Missing_Date,Error_Invalid_Date,Error_Missing_Product,Error_Invalid_Product,Error_Missing_Quantity,Error_Invalid_Quantity,Error_Missing_Price,Error_Invalid_Price_Format,Error_Invalid_Price_Value,Error_Missing_Payment_Method,Error_Nonstandard_Payment,Error_Missing_Status,Error_Nonstandard_Status,Error_Count,Error_Type,Is_Anomaly
T91804,2025-02-30,C3054,Headphones,103.0,432.40053607439046,PayPal,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T91805,2023-13-01,,Smartphone,4.0,,Cash,complete,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,5,Missing Customer ID | Invalid Customer ID | Invalid Date | Missing Price | Nonstandard Status,1
T91806,2025-02-30,C3013,Laptop,9.0,,PayPal ,,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,Duplicate Transaction ID | Invalid Date | Missing Price | Missing Status,1
T91807,2025-02-30,C469,Laptop,559.0,,pay pal,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,4,Invalid Date | Missing Price | Nonstandard Payment Method | Missing Status,1
T91808,2025-02-30,,Tablet,10.0,758.2363349482904,Cash,Failed,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Missing Customer ID | Invalid Customer ID | Invalid Date,1
T91809,2023-13-01,C2384,Headphones,-8.0,239.66331805612603,Cash,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,Invalid Date | Invalid Quantity | Missing Status,1
T91810,2025-02-30,C2455,Coffee Machi,376.0,-377.5378720730821,PayPal ,complete,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,Invalid Date | Invalid Product | Invalid Price Value | Nonstandard Status,1
T91811,2020-03-21,C3478,Coffee Machine,5.0,-754.6951778111297,Cash,Failed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Invalid Price Value,1
,2020-08-03,C1004,Tablet,8.0,-837.1658076102386,pay pal,Failed,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,Missing Transaction ID | Invalid Transaction ID | Invalid Price Value | Nonstandard Payment Method,1
T91813,2025-02-30,C1799,Headphones,,,creditcard,complete,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,5,Invalid Date | Missing Quantity | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91814,2025-02-30,C1847,Coffee M,,,PayPal,,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,5,Invalid Date | Invalid Product | Missing Quantity | Missing Price | Missing Status,1
T91815,2022-09-28,C1569,Headphones,738.0,-530.3179330269467,PayPal,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,Invalid Price Value | Missing Status,1
T91816,2025-02-30,C3319,Coffee Machine,,-748.7855733886063,creditcard,Failed,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,Invalid Date | Missing Quantity | Invalid Price Value | Nonstandard Payment Method,1
T91817,2023-13-01,C4492,Smartphone,222.0,-669.442286502454,PayPal,Completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T91818,,C355,Coffee Machine,342.0,,Credit Card,Failed,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Missing Date | Missing Price,1
,2025-02-30,C2970,Smartphone,,,pay pal,,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,7,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Missing Quantity | Missing Price | Nonstandard Payment Method | Missing Status,1
T91820,2024-05-10,C4994,Laptop,-7.0,,creditcard,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,Invalid Quantity | Missing Price | Nonstandard Payment Method | Missing Status,1
T91821,2025-02-30,C2767,Laptop,-8.0,-692.5197478415273,creditcard,completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,5,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T91822,2023-13-01,C1136,Headphones,,,PayPal,complete,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,4,Invalid Date | Missing Quantity | Missing Price | Nonstandard Status,1
T91823,2020-12-02,C2984,Smartphone,-4.0,,pay pal,complete,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,Invalid Quantity | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91824,2021-05-08,C4522,Smartphone,826.0,205.73055788935488,PayPal ,Pending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clean,0
T91825,2023-13-01,C4712,Tablet,-2.0,,Credit Card,Completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T91826,2022-07-02,C1151,Tablet,-1.0,-381.24868157075457,Cash,,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,Duplicate Transaction ID | Invalid Quantity | Invalid Price Value | Missing Status,1
T91827,2023-13-01,C1955,Headphone,-3.0,,credit card,Pending,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,5,Invalid Date | Invalid Product | Invalid Quantity | Missing Price | Nonstandard Payment Method,1
T91828,2025-02-30,C4694,Smartphone,795.0,-706.2841484746234,Cash,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T91829,2023-13-01,C3274,Coffee Machine,10.0,500.52200440297565,Cash,Completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Invalid Date,1
T91830,2025-02-30,C2184,Headphones,-7.0,644.3024076734456,credit card,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,4,Invalid Date | Invalid Quantity | Nonstandard Payment Method | Missing Status,1
T91831,2023-13-01,C255,Smart,488.0,,creditcard,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,5,Invalid Date | Invalid Product | Missing Price | Nonstandard Payment Method | Missing Status,1
T91832,2023-13-01,C2486,Tablet,1.0,,creditcard,Completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T91833,2023-13-01,C4516,Smartphone,4.0,,Credit Card,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,Invalid Date | Missing Price | Missing Status,1
T91834,2025-02-30,C615,Headph,-3.0,-848.0217344113703,creditcard,Failed,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,5,Invalid Date | Invalid Product | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
T91835,2025-02-30,C3172,Tablet,744.0,816.055897189812,Cash,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T91836,2020-04-26,C4888,Laptop,467.0,589.550070645615,PayPal,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Nonstandard Status,1
,2025-02-30,C1522,Laptop,-1.0,186.25755696220438,Credit Card,complete,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Quantity | Nonstandard Status,1
T91838,2025-02-30,C3905,Headphones,2.0,,PayPal ,Failed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T91839,2023-04-12,,Tablet,-2.0,,pay pal,complete,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,6,Missing Customer ID | Invalid Customer ID | Invalid Quantity | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91840,2023-13-01,C1179,Smartphone,249.0,-278.139484129017,PayPal ,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T91841,2025-02-30,,Headphones,327.0,-944.6001245471532,creditcard,Failed,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Price Value | Nonstandard Payment Method,1
T91842,2024-09-02,,Tablet,-1.0,,PayPal,complete,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,5,Missing Customer ID | Invalid Customer ID | Invalid Quantity | Missing Price | Nonstandard Status,1
T91843,2025-02-30,C1321,Laptop,1.0,902.178701776764,Credit Card,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,Invalid Date | Missing Status,1
T91844,2025-02-30,C4471,Coffee Machine,-7.0,232.80026840008878,credit card,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,4,Invalid Date | Invalid Quantity | Nonstandard Payment Method | Missing Status,1
T91845,2023-08-15,C1402,Coffee Machine,-8.0,,PayPal ,completed,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,Invalid Quantity | Missing Price | Nonstandard Status,1
T91846,2023-13-01,,Laptop,,,credit card,,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,7,Missing Customer ID | Invalid Customer ID | Invalid Date | Missing Quantity | Missing Price | Nonstandard Payment Method | Missing Status,1
T91847,2024-03-08,C4986,Smartphone,279.0,$517.69,credit card,Pending,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,Duplicate Transaction ID | Nonstandard Payment Method,1
T91848,2020-08-20,C859,Headphones,-8.0,-424.52801005963363,PayPal ,completed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,Invalid Quantity | Invalid Price Value | Nonstandard Status,1
T91849,2024-03-19,C3315,Laptop,166.0,,Cash,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,Missing Price | Missing Status,1
T91850,2023-13-01,C3337,Smartphone,501.0,,creditcard,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91851,2020-05-06,,Coffee Machine,9.0,497.0498135055266,pay pal,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4,Missing Customer ID | Invalid Customer ID | Nonstandard Payment Method | Missing Status,1
T91852,2023-13-01,C677,Headphones,146.0,,PayPal ,complete,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,Duplicate Transaction ID | Invalid Date | Missing Price | Nonstandard Status,1
T91853,2025-02-30,C2503,Smartphone,6.0,,PayPal,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,Invalid Date | Missing Price | Missing Status,1
T91854,2023-13-01,C629,Coffee Machine,273.0,,pay pal,Pending,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T91855,2025-02-30,C3951,Tablet,695.0,93.57717830736524,PayPal,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T91856,2022-08-21,C3234,Tablet,-8.0,,pay pal,complete,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,Invalid Quantity | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91857,,C4277,Laptop,-2.0,602.4113403561051,PayPal,Pending,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,Missing Date | Invalid Quantity,1
T91858,2025-02-30,C4311,Coffee Machine,121.0,981.0150823417463,creditcard,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,Invalid Date | Nonstandard Payment Method | Nonstandard Status,1
T91859,2025-02-30,C401,Smartphone,-7.0,545.5163865476302,credit card,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,4,Invalid Date | Invalid Quantity | Nonstandard Payment Method | Missing Status,1
T91860,2023-13-01,C2743,Coffee Machine,2.0,-257.5863202523017,credit card,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Missing Status,1
T91861,2023-13-01,C279,Headphones,-1.0,-592.6982071305035,Cash,Pending,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,Invalid Date | Invalid Quantity | Invalid Price Value,1
,2022-06-08,C2725,Headphones,10.0,,PayPal,completed,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,Missing Transaction ID | Invalid Transaction ID | Missing Price | Nonstandard Status,1
T91863,2023-10-03,C3553,Laptop,8.0,-286.41390386176056,PayPal ,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,Invalid Price Value | Nonstandard Status,1
T91864,2025-02-30,C2106,Tablet,10.0,375.8190717319347,pay pal,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Invalid Date | Nonstandard Payment Method,1
T91865,2021-06-11,C2305,Coffee Machine,-1.0,-937.7631994917336,creditcard,Failed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
T91866,2025-02-30,C3619,Tablet,7.0,829.5923827473545,Cash,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,Invalid Date | Missing Status,1
T91867,2025-02-30,C4445,Laptop,-2.0,,creditcard,Completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Payment Method,1
T91868,2025-02-30,C1900,Coffee Machine,-7.0,,PayPal,Completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T91869,2021-06-11,C2146,Laptop,4.0,-132.3841890881746,PayPal ,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,Invalid Price Value | Nonstandard Status,1
T91870,2025-02-30,C3022,Ta,535.0,,credit card,complete,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,5,Invalid Date | Invalid Product | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91871,2025-02-30,C3305,Smartphone,872.0,173.96916535000588,credit card,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,Invalid Date | Nonstandard Payment Method | Nonstandard Status,1
T91872,2025-02-30,C767,Headphones,697.0,690.3428804854054,Credit Card,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T91873,2021-10-11,C884,Headphones,10.0,,PayPal,Completed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Missing Price,1
T91874,2023-13-01,C019,Laptop,4.0,,pay pal,Pending,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T91875,2023-13-01,C3031,Coffee Machine,881.0,626.912765400381,credit card,Completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Invalid Date | Nonstandard Payment Method,1
T91876,2025-02-30,C4675,Laptop,477.0,,Cash,Pending,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T91877,2023-13-01,C3629,Headphones,553.0,-681.9846316302726,Cash,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,Invalid Date | Invalid Price Value | Nonstandard Status,1
T91878,2023-13-01,C3228,Headphones,747.0,-76.42463540887991,PayPal,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,Invalid Date | Invalid Price Value | Nonstandard Status,1
T91879,2023-13-01,C1415,Smartphone,893.0,,creditcard,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91880,2023-13-01,C2495,Laptop,-7.0,,Cash,Pending,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T91881,2023-13-01,C3608,Coffee Machine,-6.0,,PayPal ,completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Status,1
T91882,2024-01-03,C4633,Laptop,278.0,189.03088380339182,Cash,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Nonstandard Status,1
T91883,2024-04-29,,Headphones,637.0,863.4119900621181,credit card,completed,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,Missing Customer ID | Invalid Customer ID | Nonstandard Payment Method | Nonstandard Status,1
,2025-02-30,C4807,Smartphone,,-433.531412680381,creditcard,complete,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,7,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Missing Quantity | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T91885,2025-02-30,C631,Headphones,,-390.8950284598973,credit card,complete,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,5,Invalid Date | Missing Quantity | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T91886,2023-13-01,C365,Laptop,-5.0,299.72784836274866,PayPal,Failed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Invalid Date | Invalid Quantity,1
T91887,2023-13-01,C3568,Tablet,-4.0,-76.82570553635003,PayPal ,Pending,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,Invalid Date | Invalid Quantity | Invalid Price Value,1
T91888,2023-13-01,C1089,Coffee Machine,276.0,-238.82224438759,Cash,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T91889,2024-06-09,C3309,Headphones,-6.0,,Credit Card,Pending,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Invalid Quantity | Missing Price,1
T91890,2021-11-09,C2334,Laptop,960.0,,pay pal,Failed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Missing Price | Nonstandard Payment Method,1
T91891,2025-02-30,C1067,Headphones,254.0,-742.4312069198538,pay pal,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T91892,2024-11-18,C2624,Sma,-9.0,,Cash,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,4,Invalid Product | Invalid Quantity | Missing Price | Missing Status,1
T91893,2025-02-30,C3571,Headphones,-3.0,-486.64024131786834,pay pal,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
T91894,2025-02-30,C2083,Headphones,2.0,,PayPal ,complete,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T91895,2025-02-30,C2317,Tablet,-10.0,-493.2268815589792,Credit Card,Failed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,Invalid Date | Invalid Quantity | Invalid Price Value,1
T91896,2025-02-30,C3488,Tablet,6.0,-834.569990198667,PayPal,Completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T91897,2023-13-01,C4544,Headphones,2.0,759.337995363069,Credit Card,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,Invalid Date | Missing Status,1
T91898,2024-07-10,C360,Laptop,-4.0,-190.89407399645813,creditcard,completed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,Invalid Quantity | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T91899,2023-13-01,C4964,Smartphone,899.0,,PayPal,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,Invalid Date | Missing Price | Missing Status,1
T91900,2025-02-30,C1166,Coffee Machine,-8.0,$-877.52,Credit Card,complete,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Status,1
T91901,2025-02-30,C3954,Laptop,5.0,,credit card,Failed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T91902,,C1701,Laptop,539.0,339.4403994159756,creditcard,Pending,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Missing Date | Nonstandard Payment Method,1
T91903,2023-13-01,,Coffee Machine,415.0,,PayPal,,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,Missing Customer ID | Invalid Customer ID | Invalid Date | Missing Price | Missing Status,1
T91904,2020-08-03,C696,Tablet,789.0,,credit card,Pending,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Missing Price | Nonstandard Payment Method,1
T91905,2023-13-01,C3117,Tablet,-8.0,-968.3059808560272,Credit Card,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,Invalid Date | Invalid Quantity | Invalid Price Value,1
T91906,2025-02-30,C2583,Laptop,-5.0,-235.17874166110596,Credit Card,completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Status,1
T91907,2023-13-01,C510,Tablet,526.0,,credit card,Completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T91908,2023-10-29,C3029,Smartphone,556.0,805.2772200953333,PayPal ,complete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Nonstandard Status,1
T91909,2023-06-28,C1313,Headphones,920.0,,Credit Card,complete,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Missing Price | Nonstandard Status,1
T91910,2020-01-05,C188,Laptop,4.0,611.2141872840668,creditcard,Failed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Nonstandard Payment Method,1
,2025-02-30,C1065,Laptop,3.0,,PayPal,Pending,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Missing Price,1
T91912,2020-10-25,C3641,Ta,-4.0,773.1453603416736,pay pal,Pending,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,Invalid Product | Invalid Quantity | Nonstandard Payment Method,1
T91913,2025-02-30,C1770,Tablet,-2.0,,credit card,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,5,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Payment Method | Missing Status,1
T91914,2025-02-30,C2446,Smartphone,-8.0,,PayPal,Pending,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T91915,2023-13-01,C2085,Smartphone,-6.0,,creditcard,completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,5,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91916,2023-13-01,C3245,Tablet,221.0,739.3554747272689,creditcard,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,Invalid Date | Nonstandard Payment Method | Nonstandard Status,1
T91917,2025-02-30,,Coffee Machine,5.0,,pay pal,,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,6,Missing Customer ID | Invalid Customer ID | Invalid Date | Missing Price | Nonstandard Payment Method | Missing Status,1
T91918,2025-02-30,C2223,Coffee Machine,,-116.47065393847299,Cash,Pending,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,Invalid Date | Missing Quantity | Invalid Price Value,1
T91919,2022-07-05,C2278,Coffee Machine,333.0,823.3283698258299,PayPal,Failed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clean,0
T91920,2024-07-01,C1757,Headphones,324.0,,Credit Card,complete,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Missing Price | Nonstandard Status,1
T91921,2025-02-30,C741,Tablet,10.0,-299.61873148976963,Cash,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T91922,2023-13-01,C1645,Laptop,-1.0,753.6505915097304,pay pal,Pending,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,Invalid Date | Invalid Quantity | Nonstandard Payment Method,1
T91923,2025-02-30,C732,Tablet,2.0,,pay pal,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
,2023-13-01,C2646,Lapt,2.0,,Credit Card,Completed,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Product | Missing Price,1
T91925,2023-02-13,C2999,Smartphone,7.0,,creditcard,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,Missing Price | Nonstandard Payment Method | Missing Status,1
T91926,2025-02-30,C1710,Tablet,315.0,,credit card,complete,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T91927,,C3500,Tablet,385.0,-427.725662418477,PayPal ,Completed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,Missing Date | Invalid Price Value,1
T91928,2023-13-01,C854,Laptop,911.0,954.1346381520952,creditcard,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,Invalid Date | Nonstandard Payment Method | Missing Status,1
T91929,2023-13-01,,Laptop,-1.0,583.6920463653773,creditcard,,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,6,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Quantity | Nonstandard Payment Method | Missing Status,1
T91930,2025-02-30,C1220,Tablet,226.0,763.8759240486785,Cash,Completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Invalid Date,1
T91931,2023-01-12,C813,Tablet,-5.0,-310.4821600723003,PayPal ,Completed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,Invalid Quantity | Invalid Price Value,1
T91932,2025-02-30,C230,Smartphone,,,PayPal ,completed,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,4,Invalid Date | Missing Quantity | Missing Price | Nonstandard Status,1
T91933,2023-13-01,C618,Coffee Machine,10.0,$-427.55,pay pal,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T91934,2023-13-01,C023,Tablet,-6.0,,creditcard,complete,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,5,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
